さする、する,摩る,さする、する
まさつ,摩擦,まさつ
みがく,磨く,みがく
こまく,鼓膜,こまく
ちんせき（寝室。）,枕席,ちんせき（寝室。）
まさき（植物。）,柾,まさき（植物。）
みなまたびょう,水俣病,みなまたびょう
まっしょう（除くこと。）,抹消,まっしょう（除くこと。）
ひまつ,飛沫,ひまつ
まろ,麿,まろ
よろず,万,よろず
まんが,漫画,まんが
つる（植物。）,蔓,つる（植物。）
まんえん（はびこる。）,蔓延,まんえん（はびこる。）
みりょく,魅力,みりょく
みさき,岬,みさき
みつ（甘い。）,蜜,みつ（甘い。）
みょうあん,妙案,みょうあん
ミリメートル,粍,ミリメートル
ぼうげき（ほこ。）,矛戟,ぼうげき（ほこ。）
むさん（消える。）,霧散,むさん（消える。）
じょうし（少女。）,娘子,じょうし（少女。）
「めいど」の土産,冥土,「めいど」の土産
めいがら,銘柄,めいがら
まぬかれる,免れる,まぬかれる
わた,綿、棉,わた
めんみつ,綿密,めんみつ
かいめん（遠く離れたものや過去のことを思うこと。）,懐緬,かいめん（遠く離れたものや過去のことを思うこと。）
ラーメン,拉麺,ラーメン
ちょうも（草木が、のびのびとよくおいしげること。）,暢茂,ちょうも（草木が、のびのびとよくおいしげること。）
とうばく、すり（犯罪。）,掏摸,とうばく、すり（犯罪。）
もほう,模倣、摸倣,もほう
みだりに,妄りに,みだりに
もうろう（とりとめのないこと。）,孟浪,もうろう（とりとめのないこと。）
もうてん,盲点,もうてん
しょうこう、しょうもう,消耗,しょうこう、しょうもう
もちろん,勿論,もちろん
もみがら,籾殻,もみがら
もみじ,椛,もみじ
しもん（fingerprint）,指紋,しもん（fingerprint）
もだえる,悶える,もだえる
ひともんちゃく,一悶着,ひともんちゃく
もんめ（単位。）,匁,もんめ（単位。）
やきん（金属の加工。）,冶金,やきん（金属の加工。）
やそ（キリスト教。）,耶蘇,やそ（キリスト教。）
やじょう（父母。）,爺娘,やじょう（父母。）
びほう（失敗や欠点を取りつくろうこと。）,弥縫,びほう（失敗や欠点を取りつくろうこと。）
やくばらい,厄払い,やくばらい
つづめる,約める,つづめる
わけ（理由。）,訳,わけ（理由。）
こんあん（みだれた世。）,昏闇,こんあん（みだれた世。）
ゆゆしい,由々しい,ゆゆしい
ひゆ（たとえ。）,比喩,ひゆ（たとえ。）
ゆかい（楽しい。）,愉快,ゆかい（楽しい。）
いよいよ,愈,いよいよ
さとす,諭す,さとす
ゆし（言いきかせること。）,諭旨,ゆし（言いきかせること。）
傷が「いえる」,癒える,傷が「いえる」
だくい（返答。）,諾唯,だくい（返答。）
もっとも（道理にあっている。）,尤も,もっとも（道理にあっている。）
ゆうぶつ（すぐれた人物や物。）,尤物,ゆうぶつ（すぐれた人物や物。）
しんゆう（神の助け。）,神佑、神祐,しんゆう（神の助け。）
ゆうらく（むらざと。）,邑落,ゆうらく（むらざと。）
とり（干支のとり。ユウ。）,酉,とり（干支のとり。ユウ。）
なだめる,宥める,なだめる
ゆうじょ（寛大な心でゆるすこと。）,宥恕,ゆうじょ（寛大な心でゆるすこと。）
ゆうれい,幽霊,ゆうれい
ゆず,柚子、柚,ゆず
ゆうきゅう（長く続くこと。）,悠久,ゆうきゅう（長く続くこと。）
ゆうじょう（うやうやしく両手を前で組み合わせて、会釈をすること。）,揖譲,ゆうじょう（うやうやしく両手を前で組み合わせて、会釈をすること。）
ゆうよ,猶予,ゆうよ
ゆうふく,裕福,ゆうふく
なら（植物。）,楢,なら（植物。）
かゆう（国をおさめるためのすぐれた計画。）,嘉猷,かゆう（国をおさめるためのすぐれた計画。）
うさばらし,憂さ晴らし,うさばらし
かねてから,予てから,かねてから
ほまれ,誉れ,ほまれ
よず（世界地図。）,輿図,よず（世界地図。）
いとけない,幼い,いとけない
ゆうしゅつ（わきでる。）,湧出、涌出,ゆうしゅつ（わきでる。）
ぼんよう,凡庸,ぼんよう
ようりょく（飛行機などにはたらく力。）,揚力,ようりょく（飛行機などにはたらく力。）
どうよう（不安。）,動揺,どうよう（不安。）
ようえん（はるかに遠いこと。）,遥遠,ようえん（はるかに遠いこと。）
ようへい,傭兵,ようへい
ようじ（小さな棒。）,楊枝、楊子,ようじ（小さな棒。）
ようちゅう（物事をつくりあげること。）,熔鋳,ようちゅう（物事をつくりあげること。）
ようやく（とびはねること。）,踊躍,ようやく（とびはねること。）
ようぎょう（セメントなどをつくる。）,窯業,ようぎょう（セメントなどをつくる。）
ようご（かばう。）,擁護,ようご（かばう。）
うたい,謡,うたい
「かよう」ショー,歌謡,「かよう」ショー
えいよう（はででぜいたくな暮らしをすること。）,栄耀,えいよう（はででぜいたくな暮らしをすること。）
おうよう（ゆったり。）,鷹揚,おうよう（ゆったり。）
よくあつ,抑圧,よくあつ
ひよく（作物がよくできること。）,肥沃,ひよく（作物がよくできること。）
はんしんよく,半身浴,はんしんよく
よくじつ,翌日,よくじつ
ほっする,慾する、欲する,ほっする
つばさ,翼,つばさ
ひしゃげる,拉げる,ひしゃげる
らち,拉致,らち
はだか,裸,はだか
られつ,羅列,られつ
きたす,来す,きたす
そうらい（荒れ地。）,草?,そうらい（荒れ地。）
らくちゅう（都の中。）,洛中,らくちゅう（都の中。）
れんらく,連絡,れんらく
からまる,絡まる,からまる
らくのう,酪農,らくのう
しんらつ,辛辣,しんらつ
ゆうらんせん,遊覧船,ゆうらんせん
「しゅつらん」の誉れ,出藍,「しゅつらん」の誉れ
らんがく,蘭学,らんがく
らんま,欄間,らんま
かんり,官吏,かんり
とうり（ももと、すもも。）,桃李,とうり（ももと、すもも。）
マイル,哩,マイル
かいり、ノット,浬,かいり、ノット
たぬき,狸,たぬき
げり,下痢,げり
ひみつり,秘密裡,ひみつり
るり,瑠璃,るり
ぞうり,草履,ぞうり
ようり（コイを養殖すること。）,養鯉,ようり（コイを養殖すること。）
リットル,立,リットル
りつれつ（皮膚がぴりぴりするほど寒さが厳しいこと。）,栗烈、慄烈,りつれつ（皮膚がぴりぴりするほど寒さが厳しいこと。）
むぐら,葎,むぐら
おののく,慄く,おののく
かすめる,掠める,かすめる
かすれる,掠れる,かすれる
りゃくだつ,略奪、掠奪,りゃくだつ
ほぼ,略,ほぼ
りゅうび（美人のまゆ。）,柳眉,りゅうび（美人のまゆ。）
りゅうきゅう,琉球,りゅうきゅう
さりゅう（みのかさ。）,簑笠,さりゅう（みのかさ。）
りゅうさん（H2SO4）,硫酸,りゅうさん（H2SO4）
みずたまり,水溜り,みずたまり
けんりゅう（雨だれ。）,軒溜,けんりゅう（雨だれ。）
りゅうらん（すみずみまで目をとおすこと。）,劉覧,りゅうらん（すみずみまで目をとおすこと。）
はんりょ,伴侶,はんりょ
とりこ,虜,とりこ
ほりょ,捕虜,ほりょ
はいりょ,配慮,はいりょ
せいりょう（清らかではっきりしていること。）,清亮,せいりょう（清らかではっきりしていること。）
しのぐ,凌ぐ,しのぐ
りょうが,凌駕,りょうが
うつばり、はり,梁,うつばり、はり
りょうじん（すぐれた歌手。）,梁塵,りょうじん（すぐれた歌手。）
こうりょう（荒れはててさびしいさま。）,荒涼,こうりょう（荒れはててさびしいさま。）
りょうきてき,猟奇的,りょうきてき
りょうか（金属製の鏡。）,菱花,りょうか（金属製の鏡。）
りょうぼ（おはか。）,陵墓,りょうぼ（おはか。）
みささぎ,陵,みささぎ
むくどり,椋鳥,むくどり
りょうせん（山の峰から峰へ続く線。）,稜線,りょうせん（山の峰から峰へ続く線。）
かくりょう,閣僚,かくりょう
あやなす,綾なす,あやなす
りょうら（美しくぜいたくな着物。）,綾羅,りょうら（美しくぜいたくな着物。）
がくせいりょう,学生寮,がくせいりょう
りょうじょ（相手の事情などを思いやって許すこと。）,諒恕,りょうじょ（相手の事情などを思いやって許すこと。）
ちりょう,治療,ちりょう
めいりょう（あきらか。）,明瞭,めいりょう（あきらか。）
りんもう（ごくわずかなこと。）,厘毛,りんもう（ごくわずかなこと。）
りんり,倫理,りんり
りんり（血や汗などがしたたり落ちるさま。）,淋漓,りんり（血や汗などがしたたり落ちるさま。）
りんろう（美しい玉。）,琳琅,りんろう（美しい玉。）
となり,隣,となり
りんか（狐火。）,燐火,りんか（狐火。）
るじゅつ（何度も述べること。）,?述,るじゅつ（何度も述べること。）
るいけい,累計,るいけい
るいへき（城のかこい。）,塁壁,るいへき（城のかこい。）
れいり,伶俐、怜悧,れいり
れいきじょうたい,励起状態,れいきじょうたい
はいれい（そむきもとること。）,背戻,はいれい（そむきもとること。）
みみなぐさ,苓,みみなぐさ
れいろう（美しくすきとおるさま。）,玲瓏,れいろう（美しくすきとおるさま。）
こぼす,零す,こぼす
どれい,奴隷,どれい
ぎんれい（銀白色に輝く山のこと。）,銀嶺,ぎんれい（銀白色に輝く山のこと。）
よわい（年。）,齢,よわい（年。）
しれい（研ぎ磨くこと。）,砥礪,しれい（研ぎ磨くこと。）
うららか,麗らか,うららか
かき、ぼれい（海のミルク。）,牡蠣,かき、ぼれい（海のミルク。）
こよみ,暦,こよみ
れっきと,歴と,れっきと
おとる,劣る,おとる
れっしょう（痛い。）,裂傷,れっしょう（痛い。）
れんか（安い。）,廉価,れんか（安い。）
れんが,煉瓦,れんが
れんげ,蓮華,れんげ
ねりあるく,練り歩く,ねりあるく
れんびん,憐憫,れんびん
れんきんじゅつ,錬金術,れんきんじゅつ
たいれん（対になってならんでいること。）,対聯,たいれん（対になってならんでいること。）
れんせい（皇太后などが、幼い帝にかわって政治を行うこと。）,簾政,れんせい（皇太后などが、幼い帝にかわって政治を行うこと。）
ごろあわせ,語呂合わせ,ごろあわせ
まいなう（贈賄。）,賂う,まいなう（贈賄。）
ろどん（おろか。）,魯鈍,ろどん（おろか。）
ふき（植物。）,蕗,ふき（植物。）
やぐら,櫓,やぐら
ろあし（舟をこぐとき、ろの水中につかる部分。）,櫓脚,ろあし（舟をこぐとき、ろの水中につかる部分。）
さぎ（鳥。）,鷺,さぎ（鳥。）
いたわしい,労しい,いたわしい
いじる,弄る,いじる
一族「ろうとう」,郎党,一族「ろうとう」
ほがらか,朗らか,ほがらか
ろうどく,朗読,ろうどく
ろうひ,浪費,ろうひ
ろうか（通路。）,廊下,ろうか（通路。）
まてんろう,摩天楼,まてんろう
雨が「もれる」,漏れる,雨が「もれる」
かご（入れ物。）,籠,かご（入れ物。）
こもる（外に出ない。）,籠もる,こもる（外に出ない。）
ろうらく,籠絡,ろうらく
ろうしゃ（耳が聞こえない人。）,聾者,ろうしゃ（耳が聞こえない人。）
あばら,肋,あばら
かんろく,貫禄,かんろく
こしあん（おいしい。）,漉餡,こしあん（おいしい。）
ろくが,録画,ろくが
さんろく（ふもと。）,山麓,さんろく（ふもと。）
あげつらう,論う,あげつらう
ふよう（やしなうこと。）,扶養,ふよう（やしなうこと。）
ふよう（植物。）,芙蓉,ふよう（植物。）
おの（フ）,斧,おの（フ）
ふほう（人が死んだ知らせ。）,訃報,ふほう（人が死んだ知らせ。）
おんぶ,負んぶ,おんぶ
単身「ふにん」,赴任,単身「ふにん」
ふとう（はとば。）,埠頭,ふとう（はとば。）
くさる,腐る,くさる
「ふせつ」工事,敷設,「ふせつ」工事
ふえき（年貢など。）,賦役,ふえき（年貢など。）
てっぷ（危難が差しせまっていることのたとえ。）,轍鮒,てっぷ（危難が差しせまっていることのたとえ。）
ふめん,譜面,ふめん
あなどる,侮る,あなどる
なでる,撫でる,なでる
あいぶ,愛撫,あいぶ
ぶざつ（乱れていて、整っていないこと。）,蕪雑,ぶざつ（乱れていて、整っていないこと。）
ポンド,封,ポンド
こうふう（川べりのかえで。）,江楓,こうふう（川べりのかえで。）
ふくさよう,副作用,ふくさよう
ドル,弗,ドル
フッ素,弗素,フッ素
お湯が「わく」,沸く,お湯が「わく」
せっぷん,接吻,せっぷん
ふんそう（まねる。）,扮装,ふんそう（まねる。）
デシメートル,粉,デシメートル
まぎれる,紛れる,まぎれる
たきび,焚き火,たきび
ふんけい（火あぶり。）,焚刑,ふんけい（火あぶり。）
ふんいき,雰囲気,ふんいき
こふん,古墳,こふん
くそ,糞,くそ
ひのえ（ヘイ）,丙,ひのえ（ヘイ）
へいごう,併合,へいごう
おうへい,横柄,おうへい
へいか,陛下,へいか
へい（障壁。）,塀,へい（障壁。）
ぞうへいきょく,造幣局,ぞうへいきょく
ごへい,語弊,ごへい
いんぺい,隠蔽,いんぺい
べらぼう,篦棒,べらぼう
シッペイ、チクヘイ、たけべら,竹篦,シッペイ、チクヘイ、たけべら
こんぺき,紺碧,こんぺき
ひがむ,僻む,ひがむ
へきち,僻地,へきち
けっぺき,潔癖,けっぺき
ないがしろ,蔑ろ,ないがしろ
いちべつ,一瞥,いちべつ
ペンス,片,ペンス
ひとえに,偏に,ひとえに
へんじゅう（詩歌を集めたもの。）,篇什,へんじゅう（詩歌を集めたもの。）
あみもの,編み物,あみもの
わきまえる,弁える,わきまえる
ぶんべん,分娩,ぶんべん
「きょうべん」をとる,教鞭,「きょうべん」をとる
しゅうほ（物事の始まり。）,衆甫,しゅうほ（物事の始まり。）
ほにゅうるい,哺乳類,ほにゅうるい
えんぽ（野菜を植えて育てる所。）,園圃,えんぽ（野菜を植えて育てる所。）
おぎなう,補う,おぎなう
道路を「ほそう」する,舗装、鋪装,道路を「ほそう」する
つちのえ（ボ）,戊,つちのえ（ボ）
ひんぼ,牝牡,ひんぼ
ばくだい,莫大,ばくだい
ぼさつ,菩薩,ぼさつ
つのる,募る,つのる
ぼき（記帳。）,簿記,ぼき（記帳。）
くるむ,包む,くるむ
あほう,阿呆,あほう
かぐわしい、かんばしい,芳しい,かぐわしい、かんばしい
いほうじん,異邦人,いほうじん
ほうじん（料理人。）,庖人,ほうじん（料理人。）
新年の「ほうふ」,抱負,新年の「ほうふ」
屁を「こく」,放く,屁を「こく」
ほうゆう（ともだち。）,朋友,ほうゆう（ともだち。）
フラン,法,フラン
もほう,模倣,もほう
ほうろく（給料。）,俸禄,ほうろく（給料。）
みね（ホウ）,峰、峯,みね（ホウ）
てっぽう,鉄砲,てっぽう
ほうぎょ（死ぬ。）,崩御,ほうぎょ（死ぬ。）
ささげる,捧げる,ささげる
かっぽうぎ,割烹着,かっぽうぎ
ほうちゃく（出会うこと。）,逢着,ほうちゃく（出会うこと。）
ほうこ（よもぎで編んだ扉。粗末な家。）,蓬戸,ほうこ（よもぎで編んだ扉。粗末な家。）
しとみ,蔀,しとみ
かばん,鞄,かばん
ほめる,褒める,ほめる
せんぽう（先頭を切って進むもの。）,先鋒,せんぽう（先頭を切って進むもの。）
のがん、とき,鴇,のがん、とき
「さいほう」道具,裁縫,「さいほう」道具
ほうと（大きなもくろみ。）,鵬図,ほうと（大きなもくろみ。）
けつぼう,欠乏,けつぼう
とぼしい,乏しい,とぼしい
う（干支のうさぎ。ボウ。）,卯,う（干支のうさぎ。ボウ。）
せわしい,忙しい,せわしい
おぼうさん,お坊さん,おぼうさん
さまたげる,妨げる,さまたげる
ぼうし（かやと、いばら。）,茅茨,ぼうし（かやと、いばら。）
それがし、なにがし,某,それがし、なにがし
ぶんぼう（弱小なもの、つまらないもののたとえ。）,蚊虻,ぶんぼう（弱小なもの、つまらないもののたとえ。）
かいぼうがく,解剖学,かいぼうがく
つむぐ,紡ぐ,つむぐ
ほうが（物事のはじまり。）,萌芽,ほうが（物事のはじまり。）
かたわら,傍ら,かたわら
ぼうかんしゃ,傍観者,ぼうかんしゃ
ぼうし（被り物。）,帽子,ぼうし（被り物。）
「へんぼう」をとげる,変貌,「へんぼう」をとげる
かまぼこ,蒲鉾,かまぼこ
ふくよか,膨よか,ふくよか
たばかる,謀る,たばかる
はかりごと,謀,はかりごと
こうきょう（美しい顔。）,紅?,こうきょう（美しい顔。）
ぼくせん,卜占,ぼくせん
むつまじい,睦まじい,むつまじい
「しんぼく」を深める,親睦,「しんぼく」を深める
ぼくひ（召使い。）,僕婢,ぼくひ（召使い。）
ぼくさつ,撲殺,ぼくさつ
せいぼく（書簡文で、相手の幸福・健康を指す言い方。）,清穆,せいぼく（書簡文で、相手の幸福・健康を指す言い方。）
ぼっこう（さかんになる。）,勃興,ぼっこう（さかんになる。）
そとぼり,外堀,そとぼり
ほんそう,奔走,ほんそう
およそ,凡そ,およそ
おぼん,お盆,おぼん
ともえ,巴,ともえ
はちょう（自作の詩歌の謙称語。）,巴調,はちょう（自作の詩歌の謙称語。）
はあく,把握,はあく
さらい（農具。）,杷,さらい（農具。）
びわ（楽器。）,琵琶,びわ（楽器。）
すこぶる,頗る,すこぶる
へんぱ（片寄って不公平なこと。）,偏頗,へんぱ（片寄って不公平なこと。）
でんぱ,伝播,でんぱ
はしゅ（たねまき。）,播種,はしゅ（たねまき。）
はきゃく（悪い部分を捨て去ること。）,簸却,はきゃく（悪い部分を捨て去ること。）
なは,那覇,なは
ばしょう,芭蕉,ばしょう
しゃば,娑婆,しゃば
ののしる,罵る,ののしる
ほえる,吠える,ほえる
さかずき,盃,さかずき
いはい（戒名を記す板。）,位牌,いはい（戒名を記す板。）
ひえ（植物。）,稗,ひえ（植物。）
はいし（小説。）,稗史,はいし（小説。）
やから,輩,やから
ろうばい,狼狽,ろうばい
つちかう,培う,つちかう
ばいしんいん,陪審員,ばいしんいん
うめ,梅、楳,うめ
すすける,煤ける,すすける
ばいしょう,賠償,ばいしょう
ひょうし（リズム。）,拍子,ひょうし（リズム。）
こまいぬ,狛犬、狛,こまいぬ
しょうはく（常緑樹。）,松柏,しょうはく（常緑樹。）
はがす,剥がす,はがす
はくせい（標本。）,剥製,はくせい（標本。）
はくらい（外国から運ばれて来ること。）,舶来,はくらい（外国から運ばれて来ること。）
しゅはく（すだれ。）,珠箔,しゅはく（すだれ。）
ばくぜん,漠然,ばくぜん
はんばく,反駁,はんばく
そくばく,束縛,そくばく
ばくしょ（虫干し。）,曝書,ばくしょ（虫干し。）
ぞうちょ（象牙でできた、おはし。）,象箸,ぞうちょ（象牙でできた、おはし。）
はたけ,畑、畠,はたけ
きふ（はだ。）,肌膚,きふ（はだ。）
さばく（動詞。）,捌く,さばく（動詞。）
はけぐち,捌け口,はけぐち
はちまき,鉢巻,はちまき
きんぱつ,金髪,きんぱつ
はつらつ,溌剌、?溂,はつらつ
いかだ,筏,いかだ
しゅうばつ（小船を多数つなぎ並べ、板を渡していかだのようにしたもの。）,舟筏,しゅうばつ（小船を多数つなぎ並べ、板を渡していかだのようにしたもの。）
「ばち」が当たる,罰,「ばち」が当たる
ばつぞく,閥族,ばつぞく
はなしか（落語家。）,噺家,はなしか（落語家。）
川の「はんらん」,氾濫,川の「はんらん」
はんせん（ふね。）,帆船,はんせん（ふね。）
はんようてき,汎用的,はんようてき
どうはん（一緒に行く。）,同伴,どうはん（一緒に行く。）
はんい（反逆の意志。）,叛意,はんい（反逆の意志。）
かはん（ほとり。）,河畔,かはん（ほとり。）
まだら、ぶち,斑,まだら、ぶち
うんぱん,運搬,うんぱん
うるさい,煩い,うるさい
はんざつ,煩雑,はんざつ
はんぷ（配る。）,頒布,はんぷ（配る。）
とうはん（仏堂に飾る旗。）,幢幡,とうはん（仏堂に飾る旗。）
ばんじゃく,盤石、磐石,ばんじゃく
はんかがい,繁華街,はんかがい
はんばつ,藩閥,はんばつ
名誉「ばんかい」,挽回,名誉「ばんかい」
ばんから（?ハイカラ。）,蛮カラ,ばんから（?ハイカラ。）
ばんじん（未開の人。）,蕃人,ばんじん（未開の人。）
おうひ（きさき。）,王妃,おうひ（きさき。）
ひご（まもる。）,庇護,ひご（まもる。）
びわ（植物。）,枇杷,びわ（植物。）
びしゃもんてん,毘沙門天,びしゃもんてん
ひぞく（群盗。）,匪賊,ひぞく（群盗。）
とびら,扉,とびら
ひぜん（あやがあって、美しいさま。）,斐然,ひぜん（あやがあって、美しいさま。）
ひいろ（赤。）,緋色,ひいろ（赤。）
ひめん,罷免,ひめん
まかりとおる,罷り通る,まかりとおる
ひぼう（そしること。）,誹謗,ひぼう（そしること。）
あんぴ（たづなをとる。）,鞍轡,あんぴ（たづなをとる。）
まゆげ,眉毛,まゆげ
みけん,眉間,みけん
ちゅうえき（わき。）,肘腋,ちゅうえき（わき。）
ひざ,膝,ひざ
ひき（助数詞。）,匹、疋,ひき（助数詞。）
ぶんぴつえき,分泌液,ぶんぴつえき
ひっきょう,畢竟,ひっきょう
ほひつ（天子・君主などが政治を行うのを、たすけること。）,輔弼,ほひつ（天子・君主などが政治を行うのを、たすけること。）
ひっぱく,逼迫,ひっぱく
ひょううつ（あや模様がりっぱなさま。）,彪蔚,ひょううつ（あや模様がりっぱなさま。）
ごびゅう,誤謬,ごびゅう
どひょう,土俵,どひょう
ひょうへん,豹変,ひょうへん
ただよう,漂う,ただよう
ひょうはく,漂白,ひょうはく
しるべ、しるし,標,しるべ、しるし
ひょうたん,瓢箪,ひょうたん
しゅびょうほう,種苗法,しゅびょうほう
れいびょう,霊廟,れいびょう
がびょう,画鋲,がびょう
びょうち（停泊する場所。）,錨地,びょうち（停泊する場所。）
ひんば（めすの馬。）,牝馬,ひんば（めすの馬。）
ひんぴん（調和がとれているさま。）,彬彬、斌斌,ひんぴん（調和がとれているさま。）
ひんきゃく,賓客,ひんきゃく
しきりに,頻りに,しきりに
ひんど,頻度,ひんど
死に「ひんする」,瀕する,死に「ひんする」
へいしゅ（びんづめの酒。）,瓶酒,へいしゅ（びんづめの酒。）
なぎ,凪,なぎ
めいご（意味のわかりにくい語。）,謎語,めいご（意味のわかりにくい語。）
なついん,捺印,なついん
なべ,鍋,なべ
し「にくい」,難い,し「にくい」
にそう（女性の僧。）,尼僧,にそう（女性の僧。）
じしん（そむく気持ちや疑いの心。）,弐心,じしん（そむく気持ちや疑いの心。）
におう,匂う,におう
しし（肉。）,宍、肉,しし（肉。）
にょうそ,尿素,にょうそ
いばり、しと,尿,いばり、しと
したためる,認める,したためる
むしろ,寧ろ,むしろ
ほとぼり,熱,ほとぼり
ひねる、ねじる,捻る,ひねる、ねじる
ねんざ,捻挫,ねんざ
ねばねば,粘々,ねばねば
ねんし（糸を二本以上合わせ、よりをかけたもの。）,撚糸,ねんし（糸を二本以上合わせ、よりをかけたもの。）
のうけつ（うみしると血が混じったもの。）,膿血,のうけつ（うみしると血が混じったもの。）
いくじのう,育児嚢,いくじのう
あえもの,和え物,あえもの
なごむ,和む,なごむ
やわらぐ,和らぐ,やわらぐ
わこく（日本。）,倭国,わこく（日本。）
えくぼ,笑窪,えくぼ
ひずむ、ゆがむ,歪む,ひずむ、ゆがむ
わいきょく（ねじまげる。）,歪曲,わいきょく（ねじまげる。）
かいわい,界隈,かいわい
まかない,賄い,まかない
わいろ,賄賂,わいろ
きょうそく（座ったときにひじをおいて体をもたせかける道具。）,脇息,きょうそく（座ったときにひじをおいて体をもたせかける道具。）
わくもん（質問に答える形式で、自分の意見を述べている文章形態。）,或問,わくもん（質問に答える形式で、自分の意見を述べている文章形態。）
とまどう,戸惑う,とまどう
おちゃわん,お茶碗、お茶椀,おちゃわん
「わんがん」戦争,湾岸,「わんがん」戦争
しい（植物。）,椎,しい（植物。）
あいづち,相槌,あいづち
ついらく,墜落,ついらく
てっつい,鉄槌、鉄鎚,てっつい
つぼ（面積。）,坪,つぼ（面積。）
そうが（相手を攻撃する武器・手段。）,爪牙,そうが（相手を攻撃する武器・手段。）
かくしゅ（物事の到来を待ちわびること。）,鶴首,かくしゅ（物事の到来を待ちわびること。）
ていしょ（みぎわ。なぎさ。）,汀渚,ていしょ（みぎわ。なぎさ。）
苦言を「ていする」,呈する,苦言を「ていする」
ていじょう（差し上げること。）,呈上,ていじょう（差し上げること。）
きゅうてい,宮廷,きゅうてい
たいてい,大抵,たいてい
ていとうけん,抵当権,ていとうけん
ていたく,邸宅,ていたく
髪を「そる」,剃る,髪を「そる」
ていはつ,剃髪,ていはつ
「ていそう」を守る,貞操,「ていそう」を守る
がいてい（人柄のおだやかなこと。）,豈悌,がいてい（人柄のおだやかなこと。）
身を「テイする」,挺する,身を「テイする」
ていげん（だんだんへること。）,逓減,ていげん（だんだんへること。）
くぎ、（テイ）,釘,くぎ、（テイ）
たんてい（職業。）,探偵,たんてい（職業。）
うんてい（遊具。）,雲梯,うんてい（遊具。）
ていぼう,堤防,ていぼう
ひっさげる、さげる,提げる,ひっさげる、さげる
ていはく（船がいかりをおろしてとまること。）,碇泊、停泊,ていはく（船がいかりをおろしてとまること。）
ていしょう（めでたいしるし。）,禎祥,ていしょう（めでたいしるし。）
「きょうてい」場,競艇,「きょうてい」場
かなえ,鼎,かなえ
つづる,綴る,つづる
